"","nh","year","villid","thanaid","agehead","sexhead","educhead","famsize","hhland","hhasset","expfd","expnfd","exptot","vaccess","pcirr","rice","wheat","milk","potato","egg","oil","vill"
"567",291144,1991,1,29,32,1,4,5,25,15003,2651.48974609375,310.256286621094,2961.74633789062,1,0.5,9,7,10,8,2.5,60,29
"568",292014,1991,2,29,52,1,0,4,3,3990,2382.08740234375,839.948608398438,3222.03564453125,1,0.449999988079071,8.5,7.5,11,8,2.5,62,58
"569",292034,1991,2,29,52,1,0,8,5,13700,2209.57470703125,166.634811401367,2376.20922851562,1,0.449999988079071,8.5,7.5,11,8,2.5,62,58
"570",292044,1991,2,29,32,1,0,3,1,3330,2836.34350585938,330.341583251953,3166.6845703125,1,0.449999988079071,8.5,7.5,11,8,2.5,62,58
"571",292064,1991,2,29,27,1,0,5,14,11715,2287.56005859375,239.163665771484,2526.72387695312,1,0.449999988079071,8.5,7.5,11,8,2.5,62,58
"572",292094,1991,2,29,52,1,0,4,44,30205,2365.544921875,346.444091796875,2711.9892578125,1,0.449999988079071,8.5,7.5,11,8,2.5,62,58
"573",292144,1991,2,29,43,0,0,2,4,4395,2027.60998535156,181.311065673828,2208.9208984375,1,0.449999988079071,8.5,7.5,11,8,2.5,62,58
"574",293014,1991,3,29,29,1,5,3,1,3579,2512.84985351562,792.656982421875,3305.5068359375,1,0.649999976158142,8,8,12,10,2.5,64,87
"575",293024,1991,3,29,54,1,0,6,47,25247,2645.712890625,759.731750488281,3405.44458007812,1,0.649999976158142,8,8,12,10,2.5,64,87
"576",293044,1991,3,29,52,1,0,3,3,6787,2225.46069335938,321.064117431641,2546.52514648438,1,0.649999976158142,8,8,12,10,2.5,64,87
"577",293074,1991,3,29,38,1,0,4,3,12132,2361.21240234375,545.040161132812,2906.2529296875,1,0.649999976158142,8,8,12,10,2.5,64,87
"578",293084,1991,3,29,32,1,4,3,4,9090,2322.2197265625,652.617248535156,2974.83666992188,1,0.649999976158142,8,8,12,10,2.5,64,87
"579",293094,1991,3,29,32,1,7,5,2,3978,2336.08422851562,906.632446289062,3242.71606445312,1,0.649999976158142,8,8,12,10,2.5,64,87
"580",293104,1991,3,29,37,0,0,2,31,9382,2270.23022460938,568.615478515625,2838.845703125,1,0.649999976158142,8,8,12,10,2.5,64,87
"581",293124,1991,3,29,28,1,0,4,26,11331,1717.83618164062,288.475982666016,2006.31225585938,1,0.649999976158142,8,8,12,10,2.5,64,87
"582",293134,1991,3,29,34,1,0,6,48,28597,2024.72155761719,282.577545166016,2307.29907226562,1,0.649999976158142,8,8,12,10,2.5,64,87
"583",293154,1991,3,29,26,1,0,2,9,6330,3464.76245117188,617.815307617188,4082.57739257812,1,0.649999976158142,8,8,12,10,2.5,64,87
