code,name,type,class,subclass,region,ID_unit,province,municipality,barangay,selected,overselected
DOH000000000044507,NEW WASHINGTON RURAL HEALTH UNIT II,Rural Health Unit,Government,NA,REGION VI (WESTERN VISAYAS),1684,AKLAN,NEW WASHINGTON,MATAPHAO,0,0
DOH000000000002077,NUEVA VALENCIA RURAL HEALTH UNIT AND BIRTHING FACILITY,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1685,GUIMARAS,NUEVA VALENCIA,POBLACION,0,0
DOH000000000003952,NUMANCIA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1686,AKLAN,NUMANCIA,POBLACION,0,0
DOH000000000004782,OTON RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1687,ILOILO,OTON,POBLACION SOUTH,0,0
DOH000000000004620,PANAY RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1688,CAPIZ,PANAY,POBLACION ILAWOD,0,1
DOH000000000000069,PANDAN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1689,ANTIQUE,PANDAN,CENTRO NORTE (POB.),0,0
DOH000000000005868,PANITAN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1690,CAPIZ,PANITAN,POBLACION ILAYA,0,1
DOH000000000002491,PASSI CITY HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1691,ILOILO,CITY OF PASSI,SABLOGON,0,0
DOH000000000002189,PATNONGON PRIMARY CARE FACILITY,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1692,ANTIQUE,PATNONGON,POBLACION,0,0
DOH000000000007037,PAVIA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1693,ILOILO,PAVIA,PUROK II (POB.),0,0
DOH000000000007365,PILAR RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1694,CAPIZ,PILAR,POBLACION,0,0
DOH000000000003446,PONTEVEDRA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1695,NEGROS OCCIDENTAL,PONTEVEDRA,BARANGAY I (POB.),0,0
DOH000000000000107,PONTEVEDRA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1696,CAPIZ,PONTEVEDRA,TACAS,0,0
DOH000000000002006,POTOTAN RURAL HEALTH UNIT BIRTHING CLINIC AND PRIMARY HEALTH CARE FACILITY,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1697,ILOILO,POTOTAN,MALUSGOD,0,0
DOH000000000007364,PRESIDENT ROXAS RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1698,CAPIZ,PRESIDENT ROXAS,POBLACION,0,0
DOH000000000003112,PULUPANDAN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1699,NEGROS OCCIDENTAL,PULUPANDAN,BARANGAY ZONE 4 (POB.),0,0
DOH000000000002111,ROXAS CITY HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1700,CAPIZ,CITY OF ROXAS (CAPITAL),INZO ARNALDO VILLAGE,0,0
DOH000000000007356,SAGAY CITY HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1701,NEGROS OCCIDENTAL,CITY OF SAGAY,RIZAL,0,0
DOH000000000003187,SAN CARLOS CITY HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1702,NEGROS OCCIDENTAL,CITY OF SAN CARLOS,BARANGAY III (POB.),0,0
DOH000000000004431,SAN DIONISIO RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1703,ILOILO,SAN DIONISIO,POBLACION,0,0
DOH000000000001792,SAN ENRIQUE RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1704,NEGROS OCCIDENTAL,SAN ENRIQUE,POBLACION,0,0
DOH000000000002869,SAN ENRIQUE RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1705,ILOILO,SAN ENRIQUE,POBLACION ILAYA,0,0
DOH000000000005518,SAN JOAQUIN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1706,ILOILO,SAN JOAQUIN,PUROK 3 (POB.),0,0
DOH000000000003445,SAN JOSE DE BUENAVISTA PRIMARY CARE FACILITY,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1707,ANTIQUE,SAN JOSE (CAPITAL),FUNDA-DALIPE,1,0
DOH000000000003004,SAN LORENZO RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1708,GUIMARAS,SAN LORENZO,CABANO,0,0
DOH000000000000061,SAN MIGUEL RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1709,ILOILO,SAN MIGUEL,BGY. 1 POB.,0,0
DOH000000000005390,SAN RAFAEL RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1710,ILOILO,SAN RAFAEL,POBLACION,0,0
DOH000000000003937,SAN REMIGIO RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1711,ANTIQUE,SAN REMIGIO,POBLACION,0,0
DOH000000000004572,SANTA BARBARA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1712,ILOILO,SANTA BARBARA,BARANGAY ZONE III (POB.),0,0
DOH000000000045734,Santa Barbara Rural Health Unit II,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1713,ILOILO,SANTA BARBARA,BAN-AG,0,1
DOH000000000003537,SANTO ROSARIO DISTRICT HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1714,ILOILO,CITY OF ILOILO (CAPITAL),SANTO ROSARIO-DURAN,0,0
DOH000000000000904,SAPI-AN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1715,CAPIZ,SAPI-AN,POBLACION,0,0
DOH000000000007167,SARA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1716,ILOILO,SARA,POBLACION MARKET,0,0
DOH000000000007181,SEBASTE RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1717,ANTIQUE,SEBASTE,POBLACION,0,0
DOH000000000042978,SIBALOM MUNICIPAL DIAGNOSTIC LABORATORY,Rural Health Unit,Government,NA,REGION VI (WESTERN VISAYAS),1718,ANTIQUE,SIBALOM,DISTRICT II (POB.),0,0
DOH000000000004510,SIBALOM RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1719,ANTIQUE,SIBALOM,DISTRICT III (POB.),0,0
DOH000000000003685,SIBUNAG RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1720,GUIMARAS,SIBUNAG,DASAL,0,0
DOH000000000000190,SIGMA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1721,CAPIZ,SIGMA,POBLACION NORTE,0,0
DOH000000000006416,SILAY CITY HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1722,NEGROS OCCIDENTAL,CITY OF SILAY,BARANGAY V (POB.),0,0
DOH000000000001871,SIPALAY CITY HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1723,NEGROS OCCIDENTAL,CITY OF SIPALAY,BARANGAY 2 (POB.),0,0
DOH000000000007357,TALISAY CITY HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1724,NEGROS OCCIDENTAL,CITY OF TALISAY,ZONE 4-A (POB.),0,0
DOH000000000000041,TANGALAN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1725,AKLAN,TANGALAN,POBLACION,0,0
DOH000000000006535,TAPAZ RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1726,CAPIZ,TAPAZ,POBLACION,0,0
DOH000000000014504,TIBIAO RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1727,ANTIQUE,TIBIAO,POBLACION,0,0
DOH000000000006521,TIGBAUAN MUNICIPAL HEALTH AND BIRTHING CENTER,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1728,ILOILO,TIGBAUAN,BARANGAY 5 (POB.),0,0
DOH000000000000014,TOBIAS FORNIER RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1729,ANTIQUE,TOBIAS FORNIER,POBLACION NORTE,0,0
DOH000000000002530,TOBOSO RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1730,NEGROS OCCIDENTAL,TOBOSO,POBLACION,1,0
DOH000000000004905,TUBUNGAN PRIMARY CARE FACILITY,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1731,ILOILO,TUBUNGAN,TENIENTE BENITO,0,0
DOH000000000042979,VALDERRAMA MUNICIPAL HEALTH MATERNITY AND DIAGNOSTIC CENTER,Rural Health Unit,Government,NA,REGION VI (WESTERN VISAYAS),1732,ANTIQUE,VALDERRAMA,UBOS (POB.),0,0
DOH000000000002101,VALDERRAMA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1733,ANTIQUE,VALDERRAMA,UBOS (POB.),0,0
DOH000000000007009,VALLADOLID RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1734,NEGROS OCCIDENTAL,VALLADOLID,POBLACION,0,0
DOH000000000005091,Victorias City Negros Occidental Primary Care Facility,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1735,NEGROS OCCIDENTAL,CITY OF VICTORIAS,BARANGAY IV (POB.),0,0
DOH000000000005467,ZARRAGA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VI (WESTERN VISAYAS),1736,ILOILO,ZARRAGA,ILAYA POBLACION,0,0
DOH000000000005373,ALBURQUERQUE RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1737,BOHOL,ALBURQUERQUE,EAST POBLACION,0,0
DOH000000000001399,ALCANTARA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1738,CEBU,ALCANTARA,POBLACION,0,0
DOH000000000001437,ALCOY RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1739,CEBU,ALCOY,POBLACION,0,0
DOH000000000007670,ALEGRIA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1740,CEBU,ALEGRIA,POBLACION,0,0
DOH000000000005001,ALICIA RURAL HEALTH UNIT AND BIRTHING CENTER,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1741,BOHOL,ALICIA,POBLACION,0,0
DOH000000000007673,ALOGUINSAN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1742,CEBU,ALOGUINSAN,POBLACION,0,0
DOH000000000004548,AMLAN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1743,NEGROS ORIENTAL,AMLAN,POBLACION,0,0
DOH000000000004045,ANDA RURAL HEALTH UNIT AND BIRTHING CENTER,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1744,BOHOL,ANDA,POBLACION,0,0
DOH000000000004899,ANTEQUERA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1745,BOHOL,ANTEQUERA,POBLACION,0,0
DOH000000000002449,ARGAO RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1746,CEBU,ARGAO,POBLACION,0,0
DOH000000000001496,ARGAO RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1747,CEBU,ARGAO,LAMACAN,0,0
DOH000000000001448,ASTURIAS RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1748,CEBU,ASTURIAS,POBLACION,0,0
DOH000000000002662,AYUNGON RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1749,NEGROS ORIENTAL,AYUNGON,POBLACION,0,0
DOH000000000002183,BACLAYON PRIMARY CARE FACILITY,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1750,BOHOL,BACLAYON,POBLACION,0,0
DOH000000000002673,BACONG RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1751,NEGROS ORIENTAL,BACONG,NORTH POBLACION,0,0
DOH000000000002971,BADIAN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1752,CEBU,BADIAN,POBLACION,0,0
DOH000000000044937,BADIAN RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1753,CEBU,BADIAN,POBLACION,0,0
DOH000000000004950,BAIS CITY HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1754,NEGROS ORIENTAL,CITY OF BAIS,BARANGAY I (POB.),0,0
DOH000000000001499,BALAMBAN RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1755,CEBU,BALAMBAN,BALIWAGAN (POB.),0,0
DOH000000000001457,BALAMBAN RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1756,CEBU,BALAMBAN,BUANOY,0,0
DOH000000000014893,BALAMBAN RURAL HEALTH UNIT III,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1757,CEBU,BALAMBAN,LUCA,0,1
DOH000000000003368,BALILIHAN MUNICIPAL HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1758,BOHOL,BALILIHAN,DEL CARMEN WESTE (POB.),0,0
DOH000000000007063,BANTAYAN RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1759,CEBU,BANTAYAN,BINAOBAO (POB.),0,0
DOH000000000023732,BANTAYAN RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1760,CEBU,BANTAYAN,BINAOBAO (POB.),0,0
DOH000000000001454,BARILI RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1761,CEBU,BARILI,POBLACION,0,0
DOH000000000001450,BARILI RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1762,CEBU,BARILI,POBLACION,0,0
DOH000000000003151,BASAY RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1763,NEGROS ORIENTAL,BASAY,POBLACION,0,0
DOH000000000000068,BATUAN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1764,BOHOL,BATUAN,POBLACION SUR,0,0
DOH000000000001492,BAYAWAN CITY HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1765,NEGROS ORIENTAL,CITY OF BAYAWAN,TINAGO (POB.),0,0
DOH000000000004421,BIEN UNIDO RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1766,BOHOL,BIEN UNIDO,POBLACION,0,0
DOH000000000006365,BILAR MUNICIPAL HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1767,BOHOL,BILAR,POBLACION,0,1
DOH000000000001831,BINDOY RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1768,NEGROS ORIENTAL,BINDOY,POBLACION,0,0
DOH000000000007249,BOLJOON RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1769,CEBU,BOLJOON,POBLACION,0,0
DOH000000000001458,BORBON RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1770,CEBU,BORBON,POBLACION,0,0
DOH000000000004780,BUENAVISTA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1771,BOHOL,BUENAVISTA,POBLACION,0,0
DOH000000000000015,CALAPE PRIMARY CARE FACILITY,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1772,BOHOL,CALAPE,DESAMPARADOS (POB.),0,0
DOH000000000003665,CANDIJAY RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1773,BOHOL,CANDIJAY,POBLACION,0,0
DOH000000000002019,CANLAON CITY HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1774,NEGROS ORIENTAL,CITY OF CANLAON,MABIGO (POB.),0,0
DOH000000000007262,CARMEN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1775,CEBU,CARMEN,POBLACION,0,0
DOH000000000004550,CARMEN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1776,BOHOL,CARMEN,POBLACION SUR,0,0
DOH000000000011165,CATIGBIAN - MAIN HEALTH CENTER AND LYING IN,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1777,BOHOL,CATIGBIAN,POBLACION WESTE,0,0
DOH000000000005776,CATMON RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1778,CEBU,CATMON,CORAZON (POB.),0,0
DOH000000000043278,CELESTINA A. CATARINA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1779,CEBU,DAANBANTAYAN,CALAPE,0,0
DOH000000000006828,CLARIN RURAL HEALTH UNIT AND TB DOTS CENTER,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1780,BOHOL,CLARIN,POBLACION NORTE,0,0
DOH000000000000836,COMPOSTELA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1781,CEBU,COMPOSTELA,POBLACION,0,0
DOH000000000002890,CONSOLACION RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1782,CEBU,CONSOLACION,POBLACION OCCIDENTAL,0,0
DOH000000000004412,CORDOVA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1783,CEBU,CORDOVA,POBLACION,0,0
DOH000000000005866,CORELLA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1784,BOHOL,CORELLA,POBLACION,0,0
DOH000000000001388,CORTES RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1785,BOHOL,CORTES,POBLACION,1,0
DOH000000000005321,DAANBANTAYAN RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1786,CEBU,DAANBANTAYAN,POBLACION,0,0
DOH000000000003838,DAANBANTAYAN RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1787,CEBU,DAANBANTAYAN,MAYA,0,0
DOH000000000000016,DAGOHOY RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1788,BOHOL,DAGOHOY,POBLACION,0,0
DOH000000000003949,DALAGUETE RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1789,CEBU,DALAGUETE,POBLACION,0,0
DOH000000000001451,DALAGUETE RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1790,CEBU,DALAGUETE,MANTALONGON,0,0
DOH000000000001491,DANAO CITY HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1791,CEBU,DANAO CITY,POBLACION,0,0
DOH000000000007135,DANAO RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1792,BOHOL,DANAO,POBLACION,0,0
DOH000000000005356,DAUIN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1793,NEGROS ORIENTAL,DAUIN,POBLACION II,0,0
DOH000000000003443,DAUIS MUNICIPAL HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1794,BOHOL,DAUIS,POBLACION,0,0
DOH000000000000845,DIMIAO RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1795,BOHOL,DIMIAO,SAWANG,0,0
DOH000000000001401,DUMAGUETE CITY HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1796,NEGROS ORIENTAL,CITY OF DUMAGUETE (CAPITAL),POBLACION NO. 4,0,0
DOH000000000006660,DUMANJUG RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1797,CEBU,DUMANJUG,POBLACION CENTRAL,0,1
DOH000000000043776,EMILIO C. MACIAS II LYING-IN CENTER,Rural Health Unit,Government,NA,REGION VII (CENTRAL VISAYAS),1798,NEGROS ORIENTAL,BACONG,WEST POBLACION,0,0
DOH000000000002030,ENRIQUE VILLANUEVA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1799,SIQUIJOR,ENRIQUE VILLANUEVA,POBLACION,0,0
DOH000000000004494,GARCIA HERNANDEZ MUNICIPAL HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1800,BOHOL,GARCIA HERNANDEZ,POBLACION EAST,0,0
DOH000000000004466,GETAFE RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1801,BOHOL,GETAFE,POBLACION,0,0
DOH000000000007668,GINATILAN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1802,CEBU,GINATILAN,POBLACION,0,0
DOH000000000003535,GUIHULNGAN CITY HEALTH OFFICE I,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1803,NEGROS ORIENTAL,CITY OF GUIHULNGAN,POBLACION,0,0
DOH000000000018726,GUIHULNGAN CITY HEALTH OFFICE II,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1804,NEGROS ORIENTAL,CITY OF GUIHULNGAN,TRINIDAD,0,0
DOH000000000000062,GUINDULMAN RURAL HEALTH UNIT ANAKANAN CENTER,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1805,BOHOL,GUINDULMAN,SAWANG (POB.),0,0
DOH000000000005862,INABANGA RURAL HEALTH UNIT AND TB DOTS CENTER,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1806,BOHOL,INABANGA,POBLACION,0,0
DOH000000000000073,JAGNA RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1807,BOHOL,JAGNA,POBLACION,0,0
DOH000000000002233,JAGNA RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1808,BOHOL,JAGNA,MAYANA,0,0
DOH000000000003536,JIMALALUD RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1809,NEGROS ORIENTAL,JIMALALUD,NORTH POBLACION,0,0
DOH000000000002396,LA LIBERTAD RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1810,NEGROS ORIENTAL,LA LIBERTAD,POBLACION SOUTH,0,0
DOH000000000002469,LAPU-LAPU CITY HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1811,CEBU,CITY OF LAPU-LAPU,PUSOK,0,0
DOH000000000004430,LARENA RURAL HEALTH UNIT AND BIRTHING CENTER,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1812,SIQUIJOR,LARENA,NORTH POBLACION,0,0
DOH000000000003539,LAZI HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1813,SIQUIJOR,LAZI,TIGBAWAN (POB.),0,0
DOH000000000002964,LILA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1814,BOHOL,LILA,POBLACION,0,0
DOH000000000001438,LILOAN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1815,CEBU,LILOAN,POBLACION,0,0
DOH000000000005408,LOAY RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1816,BOHOL,LOAY,LAS SALINAS SUR,0,0
DOH000000000006363,LOBOC MUNICIPAL HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1817,BOHOL,LOBOC,POBLACION SAWANG,0,0
DOH000000000003945,LOON RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1818,BOHOL,LOON,MOTO SUR (POB.),0,0
DOH000000000003438,LOON RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1819,BOHOL,LOON,CATAGBACAN HANDIG,0,0
DOH000000000023739,LUZ HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1820,CEBU,CITY OF CEBU (CAPITAL),LUZ,0,1
DOH000000000005444,MABINAY RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION VII (CENTRAL VISAYAS),1821,NEGROS ORIENTAL,MABINAY,POBLACION,0,0
