KII ID,row,County/Akobo,Gender/Female,Intervention Type/Advocacy,Intervention Type/Peacebuilding,Perception of Stresses/Improved,Programming Gaps/Health,Resilience,Respondent Type/Government,Shocks/Drought,Shocks/Financial,Shocks/Hunger,Stresses/Conflict,Gender/Male,Intervention Type/Livelihoods,Programming Gaps/Capacity Building,Programming Gaps/Violence Prevention,Respondent Type/CSO_NGO Worker,Intervention Type/Humanitarian,Perception of Stresses/Worsened,Programming Gaps/Agriculture,Programming Gaps/Infastructure,Intervention Type/Economic,Programming Gaps/Financial,Shiocks/Food,Shocks/Flood,Respondent Type/Youth Leader,Stresses/Climate Change,County/Budi,Programming Gaps/Infrastructure,Programming Gaps/Protection,Programming Gaps/Life skills,Shocks/Pests,Intervention Type/Agriculture,Intervention Type/Protection,Programming Gaps/WASH,Shocks/Pest,Vulnerable Populations/Women,Programming Gaps/Education,Respondent Type/Private Sector,County/Jur River,Intervention Type/Education,Intervention Type/Nutrition,Intervention Type/Humanitarian Assistance,Intervention Type/Infrastructure,Perception of Stresses/Same,Intervention Type/Health services,Shocks/Medical Condition,County/Kapoeta North,"Programming Gaps/Violence Prevention
Programming Gaps/Peacebuilding?",Respondent Type/Community Leader,Intervention Type/WASH,Programming Gaps/Coordination,Respondent Type/Women Leader,Programming Gaps/ROL,County/Pibor,Stresses/Protection,Stresses/Unemployment,Respondent Type/IPs,County/Wau,Intervention Type/Peabuilding,Stresses/Corruption,Vulnerable Populations/Youth
Kapoeta North_KII_23,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"My Name is Rose Lomare and I am the chair lady for the women group in Kapoeta North. Through my office, women have access to improve health services, hygiene awareness, and promotion, the creation of VSLA/SILC groups, CWMC, distribution of Dignity kits, and awareness on the importance of CLTS with the help of partners. Women are sensitized on the importance of crop farming and rearing animals and most of the members are practicing with the knowledge of having a food diet always than eating the same meal. Women are running most of the business in the center through knowledge and skills acquired from partners' pieces of training.",NA,NA,NA,NA,NA,lack of continuous monitoring of peace from other communities who normally start raids and lack of follow-up from partners concerned or the government.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_23,20,NA,NA,NA,The approach used to address cattle raiding is peace dialogue among the communities involved in raiding and the approach used to address the drought (dry spell) is by preparing the farming land early and wait for the rainy season.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_23,21,NA,NA,NA,the peace dialogue because when the community live in peace and harmony the business will boom up and there will be promotion of selling the local products to the market where women take charcoal to the center and sell.the women will able to have grass cutting in far places for their houses when the peace is there and also the community will harvest a lot of food from their peaceful cultivation in the community leading them to be independed people.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_23,18,NA,NA,NA,NA,There is a change in the County because in the past people were not practicing kitchen gardens but now most of the households have the kitchen garden in their compounds. the community through education awareness has taken their children to school willingly both boys and girls than before when boys were the only ones that can be allowed to join the school. IPs' training on entrepreneurial skills led the community members aware of the importance of business and therefore many shops have been added in the past 12 months.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_23,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, if there is a way for the peace partners or the government to select a committee that can oversee the peace process will be among the cattle keepers who are warriors to be leading in promoting peace in the community.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chair-lady (Women's Association),NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_23,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The main shocks and stressors are the cattle raiding between neighboring communities and drought( Long dry spell) and they are not frequent. The county was affected when many people lost lives and cattle during raiding causing most of the youth to be traumatized. Many men and women lost their young ones during the cattle raid and some of the women lose their husbands which lead to the increased number of orphans and widows in the county.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_24,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kapoeta North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_24,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_24,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saverio Pasquale and I am the County Executive Director. The County government coordinates with the implementing partners to address the community on the importance of agricultural activities, the opening of feeder roads, Hygiene promotion & awareness about the improvement of the livelihood. The partners also support the government in every activity to benefit the entire population. The County provides health education sessions to all the people and the County authority has joined the plan always with partners in doing an assessment first in any affected villages to acquire more information for decision making which will help in mitigating the risks.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_24,22,NA,NA,NA,The approach used to address cattle raiding is peace dialogue among the communities involved. The approach used to address the drought (dry spell) is by preparing the farmland early and waiting for the rain while the community also defends on the GFD ratio.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_24,23,NA,NA,NA,A peace mediation process among the worried communities to bring them together is the best approach to apply during cattle raiding since peace is always a solution to most conflicts either within or inter-communally.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_24,24,NA,NA,NA,The County government is planning to open a road from Kapoeta North to Buya land for business interaction.                                                                                                                                            The County government argues the peace initiators (Nyakiriket consortium) supported by Shejeh Salam to have regular follow-up and inter-change visits to different Counties that were involved in cattle raiding for sensitization messages for peace.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_24,19,NA,NA,NA,NA,"The situation has improved highly for example, the opening of feeders roads has connected the bomas to the main center of the County which was not there before and the sick person can be able to be rushed quickly to the main health facilities due to the accessibility of road and hospital. there is an increase in means of transportation in the past 12 months in the County and people travel daily from Kapoeta North to the south and back.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Resolutions for peace dialogue are not being implemented after peace talks leading to the break up of peace aggreement.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_24,12,NA,NA,NA,NA,NA,NA,NA,Executive Director (County Government),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_24,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The main shocks and stressors are the cattle raiding between neighboring communities and drought(dry spell) which are not frequently experienced. The county was affected due to the loss of lives and resources, where resources such as cattle were the main livelihood activity in the county. Kapoeta North in general experience a long dry spell due to the delay of rain this year, they majorly focus on General Food Distribution provided by ADRA and cash for assets provided by CRS to mitigate the long dry spell.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I am Elia Iko, the chairperson of the youth in Kapoeta North. The youth in the County plays a big role in supporting the community to have food by doing a small business by bringing food items in the nearby communities, the youths assist their parents and their wives in farming, including the creation of awareness in the community on the importance of nutrition to community members so that they can practice balance diet always. The youths rear animals in the community and assist members during shocks like flooding or outbreak of fire by carrying people's properties to a safe place, the youth body has a plan in place to address disaster management that organize to mitigate the flooding by digging the dykes in affected Payams such as Paringa, Chumakori and Lomeyen respectively.",NA,NA,Lack of transportation for the victims after the raids lead to the death of some victims.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kapoeta North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,8,NA,NA,NA,NA,NA,Lack of transportation for the victims after the raids lead to the death of some victims.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I am Elia Iko, the chairperson of the youth in Kapoeta North. The youth in the County plays a big role in supporting the community to have food by doing a small business by bringing food items in the nearby communities, the youths assist their parents and their wives in farming, including the creation of awareness in the community on the importance of nutrition to community members so that they can practice balance diet always. The youths rear animals in the community and assist members during shocks like flooding or outbreak of fire by carrying people's properties to a safe place, the youth body has a plan in place to address disaster management that organize to mitigate the flooding by digging the dykes in affected Payams such as Paringa, Chumakori and Lomeyen respectively.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kapoeta North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,20,NA,NA,NA,NA,"There is a lot of improvement in terms of community resilience. The community has picked and coped with the strategies after receiving training from the partners on the awareness and importance of personal hygiene, and CLTS to avoid open defecations. and to cope with life through trauma healing. The community has improved in agriculture and most of the members have known the importance of crop farming and rearing of the animals as well.",NA,NA,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,25,NA,NA,NA,The approach used to address cattle raiding is peace dialogue among the communities involved in cattle raiding and the approach used to address the drought (dry spell) is by preparing the farming land early and wait for the rain.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,26,NA,NA,NA,The approach used to address cattle raiding is peace dialogue among the communities involved in cattle raiding and the approach used to address the drought (dry spell) is by preparing the farming land early and wait for the rain.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,27,NA,NA,NA,"The peace dialogue is because with peace the community can have barter trade with other communities and also people will have access to markets, schools, and health services and they can cultivate peacefully in their communities.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,21,NA,NA,NA,NA,"There is a lot of improvement in terms of community resilience. The community has picked and coped with the strategies after receiving training from the partners on the awareness and importance of personal hygiene, and CLTS to avoid open defecations. and to cope with life through trauma healing. The community has improved in agriculture and most of the members have known the importance of crop farming and rearing of the animals as well.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,There is a need to have laws and regulations to abide by all communities involved in the agreement and if any communities break those laws will be punished.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,There is a need to have laws and regulations to abide by all communities involved in the agreement and if any communities break those laws will be punished.,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Program Coordinator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,10,NA,NA,NA,NA,NA,NA,NA,NA,The main shocks and stressors are cattle raiding among the neighboring communities and drought (dry spell) and they are not frequent. The county is affected when many people lose life during cattle raiding and their head of cattle were taken causing most of the youth to have trauma after losing their colleagues and their cattle. Many men and women lose their young ones during the cattle raid and some of the women lose their husbands. The stressor is alcohol consumption among the members leading to Gender Base Violence.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_25,11,NA,NA,NA,NA,NA,NA,NA,NA,The main shocks and stressors are cattle raiding among the neighboring communities and drought (dry spell) and they are not frequent. The county is affected when many people lose life during cattle raiding and their head of cattle were taken causing most of the youth to have trauma after losing their colleagues and their cattle. Many men and women lose their young ones during the cattle raid and some of the women lose their husbands. The stressor is alcohol consumption among the members leading to Gender Base Violence.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pibor,"C
Women are more vulnerable to the effects of the shocks than men because they are the ones taking care of the children, bearing the burden of feeding them. Men normally go out to look for food and the women are mostly at the receiving end puts them vulnerable to all the shocks.","RRC Chairperson identified some agencies like USAID's AFIA WASH who have not started their activities fully in the county compared to what they have done in other counties and besides they don’t have offices in the county and have employed a staff who comes from Juba once a while that according to RRC is not good because what they have planned to do are seen.
Recruitment for many position are not been done especially amongst the UN agencies who sometimes close offices and go to Juba. UNFAO has delaid its recruitments and that affects implementation of activities. RRC offices has tried to call those agencies to discussion implementation challenges they have but have not shown up.
RASS project has also one staff on ground and the rest of the recruitments not done and clearly can explain slaggish activities will be implemented.",NA,NA,NA,NA,NA
Pibor_KII_26,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_26,28,NA,NA,NA,"Intercommunal fight; People normally monitor the situation and prepare for their safety through alerts from state government who leak information to community members.
Peace partners have supported with dialogues with communities to peacefully coexist and also monitor intercommunal conflicts for communities in Pibor, Akobo and Bor who have interlocutors and give information or alerts if some is to happened like a planned attack.
Drought; Actors/partners have been trying to respond to change in climate by giving peope humanitarian food aid (GFD) and other give unconditional food to vulnerable population in the villages to reduce the adverse effects of drought and hunger.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_26,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There is no improvement owing to continuous intercommunal fightings. Communities organize themselves in numbers and attack neigboring communities kill people, destroy properties and take all valuation items which has kept Pibor under under emergency activities year in year out. For instance last year an attack happen were children where children taken, lifes lost, animals taken.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_26,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There is a need to change mind set of communities to prepare for development. For example there is a need to educate people to leave peaceful and avoid intercommunal conflicts, disaster preparedness interms of flooding if all those are effected there will be a change in peoples livelihoods in Pibor County.
Humanitarians need to increase resilience projects so that communities can cope up with the emerging shocks and stressors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_26,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"As practice NGOs come through the RRC before getting to other authorities and sometimes connects them to the next level of authorities. 
Bridging the gap between humanitarian space and the government and acts as a monitoring board for both.
Give security advises to NGOs and development partners working in the county thus ensuring safety of the development partners in the county.
Provide humanitarian partners early warning alerts especially in the areas of security or anything that could affect the operation of the NGOs.
Monitor and evluate activities of NGOs in the and understand what each of the NGOs are doing in the county. However, the institution does not supervise directly but rather sometimes move together with partners for project activities and or monitoring.
Design coordination meeting which are done on monthly basis and also cluster based meetings which are geared towards sharing progresses, next course of actions and challenges faced in implementation.
The board is however faced with challenge of mobility. Sometime RRC is called by partners to partake in humanitarian activities but due to lack of means of transport RRC doesnt participate in those activities.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_26,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RRC reiterated he doesn’t understand what RASS and DT Global are doing in the county. USAID needs to monitor what their IPs are doing in Pibor. If partners are not doing what they are supposed to do to built community resilience then it would be difficult to achieve community resilience.
Apparently government has three chapters in it budget; 1 - Chapter 1 for government staff salary. 2 - Chapter 2 is for operation services and lastly 3 - Chapter 3 is development but government in Pibor is receiving only chapter1 which is civil servants salary therefore people only rely on NGOs support and assistance.",NA,NA,NA,NA,NA,"Humanitarian Assistance to communities is the most helpful approach.
A
The shocks and stressors have affected development because they have made the county remain under emergency and thats why what most of the development partners are doing are more of emergency no much of recovery and development.
B
Humanitarian assistance is good good during emergencies but interms of building community resilience humanitarian partners need to do more. Stakeholders should put more efforts in peace project activities much as there are activities going on aimed at building community resilience.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_26,13,NA,NA,NA,NA,NA,NA,NA,RRC Chairperson,"B
Conflict; people lost both life and properties.
Drought; has now worsened on the ability of the households to grow crops and vegetables which could supplement on whatever little the households have thus exacerbating the hunger situation in the Pibor.
Flooding; during flooding time people lost properties and livestock as there no many higher lands nearby. People were rendered useless as they couldnt do anything for their livelihoods but rather depended on support got from NGOs and or government to smaller extend.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_26,12,NA,NA,NA,NA,NA,NA,NA,NA,"The main shocks and stressors in Pibor are; intercommunal conflicts, droughts, hunger, and flooding.
A
Conflicts which takes the form of organized intercommunal fights/attacks. This happens yearly and normally takes people un aware.
Drought the unpredictable rains is also major schock like people have planted thinking rains will start in April but till now it is still dry and the crops are going to die with the delays of rainfall.
Hunger has also hit the county. On yearly basis people tend to exp
Flooding is one of the shocks. It used to take 8 years to experience flooding but of recent that seem to have changed. The county was hit by flooding consecutively in 2017, 2019, 2020 and 2021 that explains some of the chanllenges households are facing now.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_26,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Climate changes has affected the county significantly like the flooding of 2019, 2020, 2021 and partly last year has seriuosly affected communities; farms and properties destroyed, shelter/houses destroyed and animals died owing to lack higher ground.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pibor,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_27,22,NA,NA,NA,NA,"The situation has somehow improved compared last 12 months because NGOs have supported communities in varried areas but mostly primary health health care, food security and other livelihood activities though the support is not enough because people continue to come to Pibor center from other communities outside Pibor town.
Last year Dinka communities from Bor attacked Gumuruk area of Pibor and the effect was feld allover Pibor so people dont have their livelihoods they used to have as everything was looted, destroyed and people killed.",NA,NA,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
